"order","test_id","word","response","subj_id"
162,"pw","arbi",NA,"clement_r"
163,"pw","flache",NA,"clement_r"
164,"pw","noveau",NA,"clement_r"
165,"pw","pocile",NA,"clement_r"
166,"pw","trapide",NA,"clement_r"
167,"pw","lagne",NA,"clement_r"
168,"pw","géont","ge§","clement_r"
169,"pw","klapin",NA,"clement_r"
170,"pw","pourte",NA,"clement_r"
171,"pw","blacon",NA,"clement_r"
172,"pw","hatiberai",NA,"clement_r"
173,"pw","voclan",NA,"clement_r"
174,"pw","pormis",NA,"clement_r"
175,"pw","anical",NA,"clement_r"
176,"pw","spil",NA,"clement_r"
177,"pw","catron",NA,"clement_r"
178,"pw","gruse",NA,"clement_r"
179,"pw","matreau",NA,"clement_r"
180,"pw","corque",NA,"clement_r"
181,"pw","dummage",NA,"clement_r"
182,"pw","éballon",NA,"clement_r"
183,"pw","troche",NA,"clement_r"
184,"pw","glabe",NA,"clement_r"
185,"pw","batiller",NA,"clement_r"
186,"pw","truche",NA,"clement_r"
187,"pw","ovile",NA,"clement_r"
188,"pw","proc",NA,"clement_r"
189,"pw","scolle",NA,"clement_r"
190,"pw","fotre",NA,"clement_r"
191,"pw","pulbic",NA,"clement_r"
192,"pw","gaise",NA,"clement_r"
193,"pw","reprati",NA,"clement_r"
194,"pw","mantou",NA,"clement_r"
195,"pw","quafilie",NA,"clement_r"
196,"pw","socrier",NA,"clement_r"
197,"pw","moigre",NA,"clement_r"
198,"pw","ibole",NA,"clement_r"
199,"pw","virtail",NA,"clement_r"
200,"pw","miatre",NA,"clement_r"
201,"pw","rabio",NA,"clement_r"
